taxonID	parentNameUsageID	acceptedNameUsageID	taxonRank	scientificName	isExtinct	isMarine	isTerrestrial	isFreshwater
425736	596327		Class	Equisetopsida				
147482	425736		Subclass	Bryidae				
426092	147482		Order	Bryales				
426093	426092		Family	Bryaceae				
382468	147482		Order	Dicranales				
382469	382468		Family	Dicranaceae				
426099	382468		Family	Ditrichaceae				
147484	147482		Order	Grimmiales				
147489	147484		Family	Grimmiaceae				
292805	147482		Order	Hypnales				
292806	292805		Family	Amblystegiaceae				
426096	292805		Family	Hypnaceae				
292674	147482		Order	Isobryales				
292675	292674		Family	Fontinalaceae				
147485	147482		Order	Orthotrichales				
147486	147485		Family	Orthotrichaceae				
147483	147482		Order	Pottiales				
147500	147483		Family	Pottiaceae				
426108	147482		Order	Thuidales				
426109	426108		Family	Thuidiaceae				
450493	425736		Subclass	Equisetidae				
425737	450493		Order	Equisetales				
425738	425737		Family	Equisetaceae				
596330	596327		Class	Polypodiopsida				
449899	596330		Subclass	Polypodiidae				
234486	449899		Order	Polypodiales		1		
426031	234486		Family	Aspleniaceae				
234487	234486		Family	Pteridaceae		1		
596329	596327		Class	Psilotopsida				
450775	596329		Subclass	Ophioglossidae				
425897	450775		Order	Ophioglossales				
425898	425897		Family	Ophioglossaceae				
182729	3		Phylum	Rhodophycota				
852	3		Phylum	Rhodophyta		1		
182729		852	Phylum	Rhodophycota				
599624	852		Subdivision	Cyanidophytina				
599625	599624		Class	Cyanidiophyceae				
599626	599625		Order	Cyanidiales				
599627	599626		Family	Cyanidiaceae				
599628	599626		Family	Galdieriaceae				
493826	852		Subdivision	Eurhodophytina				
368668	493826		Class	Bangiophyceae		1		
856	368668		Subclass	Bangiophycidae		1		
857	856		Order	Bangiales		1		
143664	857		Family	Bangiaceae		1		
836358	857		Family	Granufilaceae				
21292	856		Order	Goniotrichales		1		
143746	21292		Family	Goniotricaceae		1		
143747	21292		Family	Goniotrichaceae		1		
143746		143747	Family	Goniotricaceae		1		
368670	493826		Class	Florideophyceae		1		
854		368670	Subclass	Florideophycidae		1		
368686	368670		Subclass	Ahnfeltiophycidae		1		
146312	368686		Order	Ahnfeltiales		1		
146313	146312		Family	Ahnfeltiaceae		1		
368687	368670		Subclass	Corallinophycidae		1		
15308	368687		Order	Corallinales		1		
143691	15308		Family	Corallinaceae		1		
368755	15308		Family	Hapalidiaceae		1		
143692	15308		Family	Sporolithaceae		1		
368688	368687		Order	Rhodogorgonales		1		
368886	368688		Family	Rhodogorgonaceae		1		
493888	368670		Order	Florideophyceae incertae sedis				
368689	368670		Subclass	Hildenbrandiophycidae		1		
146316	368689		Order	Hildenbrandiales		1		
143750	146316		Family	Hildenbrandiaceae		1		
368690	368670		Subclass	Nemaliophycidae		1		
836376	368690		Order	Entwisleiales				
836377	836376		Family	Entwisleiaceae				
21305	368690		Order	Nemaliales		1		
196241	21305		Family	Chaetangiaceae				
143758	21305		Family	Galaxauraceae		1		
196242	21305		Family	Helminthocladiaceae				
143759	21305		Family	Liagoraceae		1		
368873	21305		Family	Scinaiaceae		1		
599695	368690		Order	Rhodachlyales				
599696	599695		Family	Rhodachlyaceae				
196243	368670		Subclass	Rhodymeniophycidae		1		
143661	196243		Family	Acrochaetiaceae		1		
146311	196243		Order	Acrochaetiales		1		
368691	196243		Order	Acrosymphytales		1		
143693	368691		Family	Acrosymphytaceae		1		
493829	196243		Order	Balbianiales				
493874	493829		Family	Balbianiaceae				
368692	196243		Order	Balliales		1		
368711	368692		Family	Balliaceae		1		
368693	196243		Order	Batrachospermales		1		
493875	368693		Family	Batrachospermaceae				
368712	368693		Family	Lemaneaceae		1		
599593	368693		Family	Psilosiphonaceae				
146314	196243		Order	Bonnemaisoniales		1		
143665	146314		Family	Bonnemaisoniaceae		1		
143760	146314		Family	Naccariaceae		1		
860	196243		Order	Ceramiales		1		
493878	860		Family	Callithamniaceae				
143671	860		Family	Ceramiaceae		1		
599744	860		Family	Ceramiales incertae sedis				
143672	860		Family	Dasyaceae		1		
143673	860		Family	Delesseriaceae		1		
493876	860		Family	Inkyuleeaceae				
143674	860		Family	Rhodomelaceae		1		
368748	860		Family	Sarcomeniaceae		1		
368751	860		Family	Spyridiaceae		1		
493877	860		Family	Wrangeliaceae				
172843	196243		Order	Colaconematales		1		
172844	172843		Family	Colaconemataceae		1		
146315	196243		Order	Gelidiales		1		
143726	146315		Family	Gelidiaceae		1		
196224	146315		Family	Gelidiellaceae		1		
368765	146315		Family	Pterocladiaceae		1		
871	196243		Order	Gigartinales		1		
196269	871		Family	Acrotylaceae		1		
368766	871		Family	Areschougiaceae		1		
368767	871		Family	Blinksiaceae		1		
143727	871		Family	Calosiphoniaceae		1		
368768	871		Family	Catenellopsidaceae		1		
143728	871		Family	Caulacanthaceae		1		
368769	871		Family	Chondriellaceae		1		
836359	871		Family	Chondrymeniaceae				
143729	871		Family	Choreocolacaceae		1		
196225	871		Family	Corynocystaceae		1		
368770	871		Family	Crossocarpaceae		1		
143730	871		Family	Cruoriaceae		1		
368771	871		Family	Cubiculosporaceae		1		
143731	871		Family	Cystocloniaceae		1		
196226	871		Family	Dicranemataceae		1		
143695	871		Family	Dumontiaceae		1		
368772	871		Family	Endocladiaceae		1		
143732	871		Family	Furcellariaceae		1		
325416	871		Family	Gainiaceae		1		
143733	871		Family	Gigartinaceae		1		
143696	871		Family	Gloiosiphoniaceae		1		
143734	871		Family	Haemeschariaceae		1		
143735	871		Family	Hypneaceae		1		
143698	871		Family	Kallymeniaceae		1		
368773	871		Family	Mychodeaceae		1		
368774	871		Family	Mychodeophyllaceae		1		
368775	871		Family	Nizymeniaceae		1		
143737	871		Family	Petrocelidaceae		1		
196227	871		Family	Peyssonnelliaceae				
196228	871		Family	Phacelocarpaceae		1		
143738	871		Family	Phyllophoraceae		1		
143737		143738	Family	Petrocelidaceae		1		
143739	871		Family	Polyidaceae		1		
368776	871		Family	Pseudoanemoniaceae		1		
143700	871		Family	Rhizophyllidaceae		1		
143740	871		Family	Rissoellaceae		1		
143741	871		Family	Sarcodiaceae		1		
599655	871		Family	Schmiziellaceae				
143744	871		Family	Solieriaceae		1		
143784	871		Family	Sphaerococcaceae		1		
368777	871		Family	Stictosporaceae		1		
368778	871		Family	Tichocarpaceae		1		
143745	871		Family	Wurdemanniaceae		1		
876	196243		Order	Gracilariales		1		
143748	876		Family	Gracilariaceae		1		
143749	876		Family	Pterocladiophilaceae		1		
162592	196243		Order	Halymeniales		1		
143697	162592		Family	Halymeniaceae		1		
836353	162592		Family	Halymeniales incertae sedis				
599665	162592		Family	Tsengiaceae				
368694	196243		Order	Nemastomatales		1		
143736	368694		Family	Nemastomataceae		1		
143742	368694		Family	Schizymeniaceae		1		
878	196243		Order	Palmariales		1		
493894	878		Family	Meiodiscaceae				
143761	878		Family	Palmariaceae		1		
143762	878		Family	Rhodophysemataceae		1		
143763	878		Family	Rhodothamniellaceae		1		
493830	196243		Order	Peyssonneliales				
143699	493830		Family	Peyssonneliaceae		1		
196227		143699	Family	Peyssonnelliaceae				
368695	196243		Order	Pihiellales		1		
368880	368695		Family	Pihiellaceae		1		
146317	196243		Order	Plocamiales		1		
143765	146317		Family	Plocamiaceae		1		
15241	196243		Order	Rhodymeniales		1		
143773	15241		Family	Champiaceae		1		
143774	15241		Family	Faucheaceae		1		
493899	15241		Family	Fryeellaceae				
493898	15241		Family	Hymenocladiaceae				
143775	15241		Family	Lomentariaceae		1		
143776	15241		Family	Rhodymeniaceae		1		
493900	15241		Family	Rhodymeniales incertae sedis				
368696	196243		Order	Sebdeniales		1		
143743	368696		Family	Sebdeniaceae		1		
381050	196243		Order	Thoreales				
381051	381050		Family	Thoreaceae				
493831	852		Subdivision	Metarhodophytina				
368669	493831		Class	Compsopogonophyceae		1		
22966	368669		Order	Compsopogonales		1		
493884	22966		Family	Boldiaceae				
143690	22966		Family	Compsopogonaceae		1		
146320	368669		Order	Erythropeltidales		1		
143721	146320		Family	Erythropeltidaceae		1		
599650	146320		Family	Erythropeltidales incertae sedis				
162774	146320		Family	Erythrotrichiaceae		1		
22973	368669		Order	Rhodochaetales		1		
143772	22973		Family	Rhodochaetaceae		1		
21263	852		Class	Rhodophyceae		1		
854	21263		Subclass	Florideophycidae		1		
22967	854		Order	Cryptonemiales		1		
143694	22967		Family	Corynomorphaceae		1		
196197	22967		Family	Cryptonemiaceae				
22975	854		Order	Sphaerococcales		1		
369193	852		Class	Rhodophyta incertae sedis				
368666	852		Subdivision	Rhodophytina		1		
493832	368666		Class	Porphyridiophyceae				
15324	493832		Order	Porphyridiales		1		
143766	15324		Family	Phragmonemataceae		1		
143767	15324		Family	Porphyridiaceae		1		
368671	368666		Class	Rhodellophyceae		1		
493833	368671		Order	Dixoniellales				
493885	493833		Family	Dixoniellaceae				
599660	368671		Order	Glaucosphaerales				
599661	599660		Family	Glaucosphaeraceae				
493834	368671		Order	Rhodellales				
493897	493834		Family	Rhodellaceae				
368672	368666		Class	Stylonematophyceae		1		
599697	368672		Order	Rufusiales				
599698	599697		Family	Rufusiaceae				
368708	368672		Order	Stylonematales		1		
368890	368708		Family	Stylonemataceae		1		
596326	3		Phylum	Tracheophyta		1	1	1
153491	596326		Order	Alismatales				
715984	153491		Family	Alismataceae				
425928	153491		Family	Araceae				
715971		425928	Family	Lemnaceae				
143768	153491		Family	Cymodoceaceae		1		
143751	153491		Family	Hydrocharitaceae		1		
414830	153491		Family	Juncaginaceae				
715971	153491		Family	Lemnaceae				
143769	153491		Family	Posidoniaceae		1		
196239	153491		Family	Potamogetonaceae				
416220		196239	Family	Zannichelliaceae				
234029	153491		Family	Ruppiaceae				
416220	153491		Family	Zannichelliaceae				
143770	153491		Family	Zosteraceae		1		
414686	596326		Order	Apiales				
414761	414686		Family	Apiaceae				
414687	596326		Order	Aquifoliales				
414764	414687		Family	Aquifoliaceae				
234448	596326		Order	Arecales		1		
234449	234448		Family	Arecaceae		1		
414699	596326		Order	Asparagales				
414752	414699		Family	Agavaceae				
414755	414699		Family	Amaryllidaceae				
425957	414699		Family	Asparagaceae				
414752		425957	Family	Agavaceae				
414854	414699		Family	Orchidaceae				
234044	596326		Order	Asterales				
234045	234044		Family	Asteraceae			1	
867905	234044		Family	Compositae			1	
234045		867905	Family	Asteraceae			1	
414820	234044		Family	Goodeniaceae				
382442	596326		Family	Boraginaceae			1	
382436	596326		Order	Brassicales				
559817	382436		Family	Bataceae				
382437	382436		Family	Brassicaceae				
196217	596326		Order	Caryophyllales				
196218	196217		Family	Aizoaceae				
414754	196217		Family	Amaranthaceae				
382483		414754	Family	Chenopodiaceae				
414774	196217		Family	Cactaceae				
395046	196217		Family	Caryophyllaceae				
382483	196217		Family	Chenopodiaceae				
414863	196217		Family	Phytolaccaceae				
182767	196217		Family	Plumbaginaceae		1		
382464	196217		Family	Polygonaceae				
414870	196217		Family	Portulacaceae				
414899	196217		Family	Tamaricaceae				
414694	596326		Order	Celastrales				
414781	414694		Family	Celastraceae				
425987		414781	Family	Parnassiaceae				
425987	414694		Family	Parnassiaceae				
394604	596326		Order	Ceratophyllales				
394609	394604		Family	Ceratophyllaceae				
414690	596326		Order	Cucurbitales				
414795	414690		Family	Cucurbitaceae				
426049	596326		Order	Dipsacales				
426050	426049		Family	Adoxaceae				
413965	596326		Order	Ericales				
425994	413965		Family	Ericaceae				
488035	413965		Family	Lecythidaceae				
235067	413965		Family	Myrsinaceae		1		
235074	413965		Family	Pellicieraceae		1		
414871	413965		Family	Primulaceae				
235067		414871	Family	Myrsinaceae		1		
426040		414871	Family	Samolaceae				
426040	413965		Family	Samolaceae				
414884	413965		Family	Sapotaceae				
413966	413965		Family	Tetrameristaceae				
235074		413966	Family	Pellicieraceae		1		
414691	596326		Order	Fabales				
414814	414691		Family	Fabaceae				
425901	414691		Family	Polygalaceae				
414897	414691		Family	Surianaceae				
414692	596326		Order	Fagales				
414779	414692		Family	Casuarinaceae				
414848	414692		Family	Myricaceae				
414689	596326		Order	Gentianales				
414762	414689		Family	Apocynaceae				
414816	414689		Family	Gentianaceae				
235102	414689		Family	Rubiaceae		1		
382460	596326		Order	Geraniales				
382461	382460		Family	Geraniaceae				
234498	596326		Order	Lamiales		1		
344737	234498		Family	Acanthaceae				
235032		344737	Family	Avicenniaceae		1		
235032	234498		Family	Avicenniaceae		1		
593113	234498		Family	Hippuridaceae				
425910	234498		Family	Lamiaceae				
382476	234498		Family	Orobanchaceae				
382434	234498		Family	Plantaginaceae			1	
593113		382434	Family	Hippuridaceae				
414886	234498		Family	Scrophulariaceae				
414917	234498		Family	Verbenaceae				
382479	596326		Order	Liliales				
425919	382479		Family	Colchicaceae				
382480	382479		Family	Liliaceae				
594766	382479		Family	Pontederiaceae				
414888	382479		Family	Smilacaceae				
414696	596326		Order	Magnoliales				
414759	414696		Family	Annonaceae				
413964	596326		Order	Malpighiales				
234493		413964	Order	Rhizophorales		1		
414783	413964		Family	Chrysobalanaceae				
414786	413964		Family	Clusiaceae				
715980	413964		Family	Elatinaceae				
235055	413964		Family	Euphorbiaceae		1		
414828	413964		Family	Hypericaceae				
414836	413964		Family	Linaceae				
414859	413964		Family	Passifloraceae				
234494	413964		Family	Rhizophoraceae		1		
425766	413964		Family	Violaceae				
234499	596326		Order	Malvales		1		
235044	234499		Family	Bombacaceae		1		
425793	234499		Family	Cistaceae				
413963	234499		Family	Malvaceae				
235044		413963	Family	Bombacaceae		1		
235115		413963	Family	Sterculariaceae		1		
235115	234499		Family	Sterculariaceae		1		
234500	596326		Order	Myrtales		1		
235048	234500		Family	Combretaceae		1		
235059	234500		Family	Lythraceae		1		
235105		235059	Family	Sonneratiaceae		1		
594800		235059	Family	Trapaceae				
235071	234500		Family	Myrtaceae		1		
414850	234500		Family	Onagraceae				
235105	234500		Family	Sonneratiaceae		1		
594800	234500		Family	Trapaceae				
414923	234500		Family	Vochysiaceae				
594759	596326		Order	Nymphaeales				
594760	594759		Family	Cabombaceae				
234035	596326		Order	Poales				
382428	234035		Family	Cyperaceae				
394964	234035		Family	Juncaceae				
234036	234035		Family	Poaceae				
416213	596326		Order	Ranunculales				
426089	416213		Family	Berberidaceae				
425799	416213		Family	Papaveraceae				
416214	416213		Family	Ranunculaceae				
234493	596326		Order	Rhizophorales		1		
414693	596326		Order	Rosales				
425754	414693		Family	Elaeagnaceae				
447836	414693		Family	Moraceae				
426042	414693		Family	Rhamnaceae				
414881	414693		Family	Rosaceae				
414915	414693		Family	Urticaceae				
425969	596326		Order	Santalales				
425970	425969		Family	Santalaceae				
234502	596326		Order	Sapindales		1		
414757	234502		Family	Anacardiaceae				
235062	234502		Family	Meliaceae		1		
414882	234502		Family	Rutaceae				
414887	234502		Family	Simaroubaceae				
414697	596326		Order	Saxifragales				
414792	414697		Family	Crassulaceae				
414822	414697		Family	Haloragaceae				
425933	414697		Family	Saxifragaceae				
414688	596326		Order	Solanales				
196253	414688		Family	Convolvulaceae				
414889	414688		Family	Solanaceae				
414698	596326		Order	Vitales				
414922	414698		Family	Vitaceae				
196200	596326		Order	Zingiberales				
196201	196200		Family	Marantaceae				
